,selling_price,km_driven,fuel,transmission,owner,mileage,engine,max_power,seats,torque_1,Age,seller_type_Individual,seller_type_Trustmark Dealer
1777,280000,70000,4,1,5,25.0,1396.0,69.0,5.0,140.0,9,1,0
1778,700000,4500,1,1,5,19.5,1199.0,88.76,5.0,110.0,3,1,0
1779,259000,35000,4,1,5,23.03,1396.0,69.0,5.0,140.0,10,1,0
1780,3200000,60000,4,2,5,15.04,2755.0,174.5,7.0,450.0,4,1,0
1781,1400000,30000,4,1,5,16.0,1997.0,140.0,7.0,320.0,4,1,0
1782,416000,40000,1,2,5,17.01,1499.0,110.4,5.0,136.0,7,1,0
1783,250000,70000,4,1,5,19.0,1248.0,90.0,5.0,200.0,11,1,0
1784,210000,120000,4,1,5,21.12,1248.0,88.8,5.0,200.0,12,1,0
1785,290000,120000,4,1,4,12.05,2179.0,120.0,8.0,290.0,14,1,0
1786,220000,90000,4,1,5,23.03,1396.0,69.0,5.0,140.0,10,1,0
1787,246000,35000,4,1,4,23.03,1396.0,69.0,5.0,140.0,10,1,0
1788,260000,30000,1,1,5,16.8,796.0,34.2,8.0,59.0,4,1,0
1789,1050000,70000,4,1,5,21.38,1396.0,88.7,5.0,219.7,4,1,0
1790,290000,60000,4,1,5,21.02,1248.0,88.76,5.0,200.0,10,1,0
1791,310000,70000,4,1,5,25.0,1396.0,69.0,5.0,140.0,9,1,0
1792,700000,6000,1,1,5,18.6,1197.0,81.83,5.0,114.7,4,1,0
1793,550000,20000,1,1,5,20.4,1197.0,81.8,5.0,113.0,6,1,0
1794,450000,70000,4,1,5,19.09,1405.0,69.01,5.0,135.0,5,1,0
1795,773000,65000,1,1,5,17.8,1497.0,117.3,5.0,145.0,6,1,0
1796,450000,25000,1,1,5,23.84,1199.0,84.0,5.0,114.0,5,1,0
1797,409999,10000,1,1,5,15.37,1196.0,73.0,5.0,101.0,3,1,0
1798,45000,35000,1,1,2,16.1,796.0,37.0,4.0,59.0,19,1,0
1799,600000,80000,1,2,4,11.07,2496.0,179.5,5.0,228.0,8,1,0
1800,250000,63000,1,1,5,18.6,1199.0,79.4,5.0,108.0,12,1,0
1801,70000,100000,4,1,5,16.8,1405.0,62.0,5.0,122.625,14,1,0
1802,690000,1303,1,1,5,17.8,1198.0,86.7,5.0,109.0,3,0,0
1803,3975000,31800,4,2,5,17.01,1968.0,188.0,5.0,400.0,4,0,0
1804,5150000,20000,1,2,5,22.37,2487.0,214.56,5.0,202.0,3,0,0
1805,3200000,45000,4,2,5,19.33,1999.0,177.0,5.0,430.0,5,0,0
1806,4100000,17000,1,2,5,9.5,3604.0,280.0,5.0,347.0,5,1,0
1807,1000000,4295,1,1,5,17.1,1496.0,105.5,5.0,140.0,4,0,1
1808,1000000,5229,1,1,5,17.1,1496.0,105.5,5.0,140.0,4,0,1
1809,2000000,68089,1,2,5,19.16,2494.0,157.7,5.0,213.0,6,0,1
1810,925000,23712,4,1,5,28.09,1248.0,88.5,5.0,200.0,4,0,1
1811,550000,56494,1,1,5,18.2,1199.0,88.7,5.0,110.0,6,0,1
1812,430000,16589,1,1,5,20.51,998.0,67.04,5.0,90.0,4,0,1
1813,750000,79328,4,1,4,12.99,2494.0,100.6,7.0,200.0,9,0,1
1814,675000,53201,1,1,4,17.8,1497.0,117.3,5.0,145.0,6,0,1
1815,570000,25272,1,1,5,21.01,1197.0,81.8,5.0,113.0,5,0,1
1816,850000,53619,4,1,5,24.3,1248.0,88.5,5.0,200.0,5,0,1
1817,5400000,7500,4,2,5,16.78,1995.0,190.0,5.0,400.0,3,0,0
1818,5500000,8500,4,2,5,16.78,1995.0,190.0,5.0,400.0,3,0,0
1819,779000,7032,1,2,5,19.0,1199.0,88.76,5.0,110.0,3,0,1
1820,640000,6001,1,1,5,15.9,1496.0,120.69,5.0,149.0,4,0,0
1821,250000,80000,4,1,5,19.09,1405.0,69.01,5.0,135.0,9,1,0
1822,1250000,12000,4,1,5,19.6,1461.0,108.45,5.0,245.0,4,1,0
1823,889000,25000,1,1,5,17.0,1497.0,121.31,5.0,150.0,5,1,0
1824,750000,40000,4,1,4,22.54,1396.0,88.73,5.0,219.7,5,1,0
1825,320000,130000,4,1,3,17.8,1248.0,75.0,5.0,190.0,12,1,0
1826,600000,202000,4,1,5,17.67,1968.0,138.08,5.0,320.0,11,1,0
1827,1000000,40000,4,1,5,28.09,1248.0,88.5,5.0,200.0,4,1,0
1828,110000,70000,1,1,2,17.3,993.0,60.0,5.0,78.0,22,1,0
1829,250000,120000,1,1,4,17.7,1497.0,78.0,5.0,124.587,14,1,0
1830,600000,60000,4,1,5,26.59,1248.0,74.0,5.0,190.0,7,1,0
1831,165000,60000,1,1,5,19.0,998.0,67.1,5.0,90.0,13,1,0
1832,118000,60000,1,1,4,19.7,796.0,46.3,5.0,62.0,18,1,0
1833,700000,78000,4,1,5,27.39,1248.0,74.0,5.0,190.0,6,1,0
1834,585000,80000,4,1,4,20.46,1461.0,83.8,5.0,200.0,9,1,0
1835,120000,120000,1,1,2,19.7,796.0,46.3,5.0,62.0,16,1,0
1836,65000,90000,1,1,2,16.1,796.0,37.0,4.0,59.0,19,1,0
1837,150000,100000,1,1,4,19.7,796.0,46.3,5.0,62.0,16,1,0
1838,150000,70000,1,1,2,19.7,796.0,46.3,5.0,62.0,13,1,0
1839,170000,160000,4,1,3,13.1,1493.0,82.0,5.0,187.0,18,1,0
1840,250000,120000,4,1,3,10.5,2179.0,120.0,8.0,290.0,16,1,0
1841,100000,100000,4,1,3,13.1,1493.0,82.0,5.0,187.0,17,1,0
1842,599000,60000,4,1,4,20.77,1248.0,88.76,7.0,200.0,9,1,0
1843,250000,135000,4,1,3,18.3,1991.0,147.9,5.0,327.0,12,1,0
1844,570000,90000,1,1,5,20.4,1197.0,81.8,5.0,113.0,6,1,0
1845,440000,75000,4,1,4,22.07,1199.0,73.9,5.0,180.0,9,1,0
1846,300000,185000,4,1,4,11.4,2494.0,100.6,7.0,200.0,17,1,0
1847,300000,71717,1,2,4,19.34,1198.0,76.0,5.0,104.0,7,1,0
1848,500000,150000,4,2,4,11.79,2179.0,120.0,8.0,290.0,11,1,0
1849,660000,55000,4,1,5,26.59,1248.0,74.0,5.0,190.0,6,1,0
1850,256000,90000,1,1,4,15.3,1596.0,99.6,5.0,146.0,10,1,0
1851,409999,35000,1,1,5,23.01,999.0,67.0,5.0,91.0,4,1,0
1852,1888000,120000,4,1,4,12.55,2982.0,168.5,7.0,343.0,7,1,0
1853,250000,100000,2,1,4,13.45,1086.0,62.1,5.0,96.1,11,1,0
1854,280000,40000,1,2,3,12.9,1799.0,130.0,5.0,172.0,13,1,0
1855,300000,100000,4,1,5,13.0,2489.0,95.0,8.0,220.0,12,1,0
1856,900000,120000,4,1,5,14.1,2179.0,147.94,5.0,320.0,6,1,0
1857,190000,60000,1,1,5,19.0,998.0,67.1,5.0,90.0,8,1,0
1858,800000,2000,4,1,5,15.96,2523.0,63.0,9.0,180.0,3,1,0
1859,450000,100000,4,1,5,14.0,2523.0,75.0,8.0,200.0,10,1,0
1860,400000,110000,4,1,5,14.95,2489.0,93.7,7.0,218.0,7,1,0
1861,150000,90000,4,1,4,13.93,2179.0,138.1,7.0,320.0,13,1,0
1862,200000,84321,4,1,5,23.57,1396.0,70.0,5.0,140.0,11,1,0
1863,600000,177000,4,1,5,15.1,2179.0,140.0,7.0,330.0,9,1,0
1864,175000,60000,4,1,5,18.0,1248.0,75.0,5.0,190.0,12,1,0
1865,99000,205000,4,1,4,19.09,1396.0,69.0,5.0,135.0,14,1,0
1866,215000,70000,1,1,4,20.36,1197.0,78.9,5.0,111.8,14,1,0
1867,520000,126000,4,1,4,19.01,1461.0,108.45,5.0,248.0,9,1,0
1868,2280000,120000,4,2,4,10.91,3198.0,197.0,7.0,470.0,6,1,0
1869,285000,70000,4,1,5,19.1,1405.0,70.0,5.0,135.4,7,1,0
1870,660000,82000,4,1,5,18.49,1493.0,100.0,7.0,240.0,5,1,0
1871,31504,110000,1,1,3,16.1,796.0,37.0,4.0,59.0,18,1,0
1872,515000,45000,1,1,4,20.85,1197.0,83.14,5.0,115.0,7,1,0
1873,295000,70000,4,1,4,21.64,1461.0,84.8,5.0,200.0,10,1,0
1874,700000,80000,4,1,4,20.45,1461.0,83.8,5.0,200.0,7,1,0
1875,1100000,45000,4,1,5,15.4,2179.0,120.0,7.0,280.0,5,1,0
1876,300000,60000,1,1,5,20.3,998.0,68.05,5.0,94.14,5,1,0
1877,450000,41800,1,1,5,18.6,1197.0,85.8,5.0,114.0,9,1,0
1878,700000,50000,4,1,4,28.4,1248.0,74.02,5.0,190.0,5,1,0
1879,250000,40000,4,1,5,20.0,1399.0,68.0,5.0,160.0,10,1,0
1880,140000,96000,1,1,4,18.9,1061.0,67.0,5.0,84.0,13,1,0
1881,250000,117000,4,1,5,14.0,2498.0,112.0,8.0,260.0,10,1,0
1882,210000,110000,1,1,4,19.81,1086.0,68.05,5.0,99.04,11,1,0
1883,420000,100000,4,1,4,25.8,1498.0,98.6,5.0,200.0,8,1,0
1884,130000,88700,1,1,3,19.7,796.0,46.3,5.0,62.0,15,1,0
1885,320000,70000,1,1,4,16.95,1498.0,97.7,5.0,134.0,10,1,0
1886,200000,110000,1,1,4,17.3,1061.0,64.0,5.0,84.366,12,1,0
1887,310000,15000,1,1,5,22.74,796.0,47.3,5.0,69.0,6,1,0
1888,200000,80000,4,1,4,20.8,1461.0,65.0,5.0,160.0,10,1,0
1889,350000,50000,1,1,5,18.5,1197.0,85.8,5.0,114.0,8,1,0
1890,444000,15000,1,1,5,21.1,814.0,55.2,5.0,74.5,4,1,0
1891,300000,25000,1,1,5,22.7,799.0,53.64,5.0,72.0,5,1,0
1892,225000,57000,4,1,4,21.0,1461.0,64.1,5.0,160.0,11,1,0
1893,600000,75000,4,1,5,15.96,2523.0,62.1,7.0,195.0,10,1,0
1894,260000,26000,1,1,5,15.37,1196.0,73.0,5.0,101.0,9,1,0
1895,375000,160000,4,1,5,24.4,1120.0,71.01,5.0,180.4,7,1,0
1896,260000,26000,1,1,5,15.37,1196.0,73.0,5.0,101.0,9,1,0
1897,150000,120000,1,1,4,19.7,796.0,46.3,5.0,62.0,12,1,0
1898,110000,50000,1,1,4,19.7,796.0,46.3,5.0,62.0,8,1,0
1899,225000,40000,1,1,5,19.7,796.0,46.3,5.0,62.0,10,1,0
1900,860000,28000,1,1,5,17.8,1497.0,117.3,5.0,145.0,5,1,0
1901,650000,50000,4,1,5,28.4,1248.0,74.02,5.0,190.0,4,1,0
1902,650000,90000,4,1,5,20.77,1248.0,88.8,7.0,200.0,8,1,0
1903,710000,40000,4,1,5,24.8,1396.0,88.7,5.0,219.7,6,1,0
1904,430000,113000,4,1,5,25.83,1498.0,99.0,5.0,215.0,5,1,0
1905,305000,188000,4,1,4,17.8,1248.0,75.0,5.0,190.0,11,1,0
1906,220000,100000,4,1,5,20.0,1399.0,68.0,5.0,160.0,11,1,0
1907,150000,225000,4,1,3,14.0,1948.0,90.0,9.0,190.0,12,1,0
1908,660000,67000,4,1,4,18.49,1493.0,100.0,7.0,240.0,5,1,0
1909,140000,70000,4,1,2,25.44,936.0,57.6,5.0,150.0,11,1,0
1910,1100000,50000,1,1,5,14.28,1798.0,138.03,5.0,173.0,7,1,0
1911,2450000,60000,4,2,5,16.36,2179.0,187.7,5.0,450.0,9,1,0
1912,625000,34000,4,2,5,22.0,1498.0,108.495,5.0,250.0,5,1,0
1913,198000,110000,1,1,3,12.8,1493.0,100.0,5.0,128.511,18,1,0
1914,130000,140000,1,1,4,18.9,998.0,67.1,5.0,90.0,17,1,0
1915,540000,100000,1,1,4,16.8,1497.0,116.3,5.0,146.0,10,1,0
1916,550000,10000,1,2,5,18.9,1197.0,81.86,5.0,113.75,5,1,0
1917,475000,30000,1,1,5,21.63,998.0,67.04,5.0,90.0,4,1,0
1918,2825000,22000,4,2,5,15.73,1968.0,174.33,5.0,380.0,5,0,0
1919,2125000,5500,4,1,5,26.8,1597.0,118.0,5.0,300.0,2,0,0
1920,3350000,18000,4,2,5,19.62,1998.0,190.0,5.0,400.0,4,0,0
1921,1800000,20000,4,2,5,11.36,2755.0,171.5,8.0,360.0,4,0,0
1922,540000,7000,1,1,5,20.3,1086.0,68.0,5.0,99.0,4,0,0
1923,910000,20000,4,1,5,17.0,2596.0,80.8,5.0,230.0,4,0,0
1924,484999,4875,1,1,5,21.63,998.0,67.04,5.0,90.0,3,0,0
1925,1950000,2700,4,2,5,17.01,1582.0,126.2,5.0,259.9,2,0,0
1926,950000,58511,4,1,5,24.3,1248.0,88.5,5.0,200.0,4,0,0
1927,365000,105000,4,1,5,25.83,1498.0,99.0,5.0,215.0,7,0,0
1928,900000,26235,4,1,5,16.55,2498.0,105.0,6.0,247.0,4,0,0
1929,919999,26766,4,1,5,21.5,1497.0,108.5,5.0,260.0,5,0,0
1930,1900000,1600,1,2,5,13.96,1451.0,141.0,5.0,250.0,2,0,0
1931,2950000,46000,4,1,5,15.8,2148.0,170.0,5.0,42.0,4,0,0
1932,1075000,23000,4,1,5,17.3,1497.0,121.0,7.0,300.0,3,0,0
1933,600000,24522,1,1,5,20.4,1197.0,81.8,5.0,113.0,5,0,0
1934,3200000,13663,4,2,5,22.69,1995.0,190.0,5.0,400.0,5,0,0
1935,2600000,11000,4,2,5,19.3,1968.0,141.0,5.0,320.0,3,0,0
1936,839000,63000,4,1,5,24.3,1248.0,88.5,5.0,200.0,6,0,0
1937,635000,2000,1,1,5,16.2,1199.0,74.0,5.0,110.0,3,0,0
1938,550000,300000,4,1,3,12.05,2179.0,120.0,8.0,290.0,8,1,0
1939,180000,190000,4,1,3,19.2,1461.0,65.0,5.0,156.96,11,1,0
1940,650000,80000,4,1,5,26.0,1498.0,98.6,5.0,200.0,7,1,0
1941,350000,80000,1,1,4,16.0,1198.0,90.0,5.0,110.0,11,1,0
1942,265000,54000,1,1,5,23.95,998.0,67.05,5.0,90.0,7,1,0
1943,330000,30000,1,1,5,23.01,999.0,67.0,5.0,91.0,4,1,0
1944,395000,5000,1,1,5,15.37,1196.0,73.0,7.0,101.0,3,1,0
1945,700000,58945,4,1,5,18.49,1493.0,100.0,7.0,240.0,7,1,0
1946,300000,90000,4,1,5,20.0,1399.0,68.0,5.0,160.0,10,1,0
1947,650000,375000,4,1,5,12.8,2494.0,102.0,8.0,200.124,11,1,0
1948,625000,160000,4,1,3,20.77,1248.0,88.76,7.0,200.0,9,1,0
1949,425000,80000,4,1,4,15.11,1598.0,103.6,5.0,250.0,8,1,0
1950,55000,50000,1,1,3,16.1,796.0,37.0,4.0,59.0,18,1,0
1951,250000,80000,4,1,4,19.09,1405.0,69.01,5.0,135.0,7,1,0
1952,459999,156975,4,1,5,15.96,2523.0,62.1,9.0,195.0,7,1,0
1953,1594000,5000,4,1,5,21.43,1364.0,86.79,5.0,205.0,5,1,0
1954,300000,50000,1,1,5,18.2,1199.0,82.4,5.0,108.5,8,1,0
1955,950000,27620,4,1,5,22.77,1498.0,98.59,5.0,205.0,4,0,0
1956,484999,120000,4,1,5,12.05,2179.0,120.0,9.0,290.0,9,1,0
1957,161000,120000,4,1,3,14.0,2498.0,112.0,8.0,260.0,13,1,0
1958,500000,58000,1,1,5,17.19,1197.0,81.86,5.0,114.73,7,1,0
1959,350000,50000,1,1,5,16.95,1498.0,97.7,5.0,134.0,10,1,0
1960,550000,40000,1,2,5,20.89,1197.0,81.8,5.0,113.0,5,1,0
1961,850000,7800,1,1,5,17.5,1199.0,88.7,5.0,110.0,4,1,0
1962,240000,50000,1,1,5,22.74,796.0,47.3,5.0,69.0,6,1,0
1963,950000,68000,4,1,5,13.1,2499.0,141.0,7.0,330.0,11,1,0
1964,423000,60000,1,1,4,16.02,1373.0,93.7,7.0,130.0,7,1,0
1965,90000,74000,1,1,4,12.8,1396.0,85.0,5.0,117.72,17,1,0
1966,350000,58000,4,1,4,13.93,2179.0,138.1,7.0,320.0,11,1,0
1967,170000,70000,1,1,3,19.0,998.0,66.1,5.0,90.0,11,1,0
1968,450000,70000,1,1,5,18.16,1196.0,86.8,5.0,112.0,7,1,0
1969,150000,110000,1,1,4,20.36,1197.0,78.9,5.0,111.7,13,1,0
1970,511000,80000,4,1,5,22.54,1396.0,88.73,5.0,219.7,6,1,0
1971,850000,59000,4,1,5,24.2,1498.0,93.87,7.0,225.0,4,1,0
1972,250000,110000,4,1,5,25.0,1396.0,69.0,5.0,140.0,4,1,0
1973,420000,25000,1,1,5,21.63,998.0,67.04,5.0,90.0,2,1,0
1974,180000,55000,1,1,5,22.74,796.0,47.3,5.0,69.0,8,1,0
1975,400000,25000,4,1,5,27.62,793.0,47.0,5.0,125.0,7,1,0
1976,150000,300000,4,1,5,14.0,2498.0,112.0,7.0,260.0,13,1,0
1977,500000,143200,4,1,5,25.83,1498.0,99.0,5.0,215.0,6,1,0
1978,1689999,60000,4,1,5,17.1,1956.0,170.0,5.0,350.0,5,1,0
1979,204999,120000,4,1,5,23.08,1461.0,63.1,5.0,160.0,10,1,0
1980,459999,145000,4,1,4,26.21,1248.0,88.5,5.0,200.0,8,1,0
1981,600000,30000,1,1,5,18.6,1197.0,81.83,5.0,114.7,5,1,0
1982,585000,8000,1,1,5,18.9,1197.0,81.86,5.0,113.75,3,1,0
1983,551000,170000,4,1,5,13.1,2499.0,141.0,7.0,330.0,10,1,0
1984,525000,100000,4,1,5,23.4,1248.0,74.0,5.0,190.0,9,1,0
1985,160000,62000,1,1,5,14.0,796.0,35.0,5.0,59.841,10,1,0
1986,825000,110000,4,1,5,15.1,2179.0,140.0,7.0,330.0,8,1,0
1987,600000,80000,4,1,4,13.58,2499.0,72.4,9.0,171.0,7,1,0
1988,65000,80000,1,1,4,17.3,993.0,60.0,5.0,78.0,20,1,0
1989,550000,100000,4,1,5,23.4,1248.0,74.0,5.0,190.0,9,1,0
1990,650000,120000,4,1,5,15.96,2523.0,63.0,9.0,180.0,7,1,0
1991,750000,24000,4,1,5,28.4,1248.0,74.02,5.0,190.0,3,1,0
1992,380000,80000,4,1,5,25.32,1198.0,77.0,6.0,190.0,5,1,0
1993,400000,138000,4,1,5,22.32,1582.0,126.32,5.0,259.8,10,1,0
1994,50000,147000,1,1,2,18.9,998.0,67.1,5.0,90.0,19,1,0
1995,750000,60000,4,1,5,18.49,1493.0,100.0,7.0,240.0,5,1,0
1996,150000,80000,1,1,5,18.0,995.0,62.0,5.0,90.3,11,1,0
1997,245000,50000,1,1,5,22.74,796.0,47.3,5.0,69.0,6,1,0
1998,260000,189000,4,1,5,21.02,1248.0,88.76,5.0,200.0,9,1,0
1999,411000,90000,4,2,4,21.21,1498.0,103.2,5.0,250.0,8,1,0
2000,450000,56000,4,1,5,21.9,1396.0,88.76,5.0,219.6,8,1,0
2001,1300000,140000,4,2,4,18.88,1995.0,184.0,5.0,380.0,10,1,0
2002,351000,60000,1,1,5,23.1,998.0,67.04,5.0,90.0,6,1,0
2003,550000,130000,4,1,5,15.1,2179.0,140.0,7.0,330.0,10,1,0
2004,1300000,140000,4,2,4,18.88,1995.0,184.0,5.0,380.0,9,1,0
2005,260000,189000,4,1,5,21.02,1248.0,88.76,5.0,200.0,9,1,0
2006,411000,90000,4,2,4,21.21,1498.0,103.2,5.0,250.0,8,1,0
2007,450000,56000,4,1,5,21.9,1396.0,88.76,5.0,219.6,8,1,0
2008,1300000,140000,4,2,4,18.88,1995.0,184.0,5.0,380.0,10,1,0
2009,351000,60000,1,1,5,23.1,998.0,67.04,5.0,90.0,6,1,0
2010,550000,130000,4,1,5,15.1,2179.0,140.0,7.0,330.0,10,1,0
2011,1300000,140000,4,2,4,18.88,1995.0,184.0,5.0,380.0,9,1,0
2012,750000,35000,4,1,5,20.45,1461.0,83.8,5.0,200.0,6,1,0
2013,800000,35000,4,1,5,20.45,1461.0,83.8,5.0,200.0,7,1,0
2014,350000,156000,4,1,5,11.57,2179.0,138.1,7.0,320.0,11,1,0
2015,200000,90000,1,1,5,22.74,796.0,47.3,5.0,69.0,9,1,0
2016,150000,60000,4,1,3,17.0,1405.0,70.0,5.0,132.435,14,1,0
2017,800000,36000,4,1,5,19.01,1461.0,108.5,5.0,248.0,6,1,0
2018,350000,20000,1,1,4,21.1,814.0,55.2,5.0,74.5,5,1,0
2019,350000,160000,4,1,5,13.93,2179.0,138.0,7.0,320.0,11,1,0
2020,250000,185000,4,1,5,12.7,2609.0,116.6,9.0,277.62300000000005,16,1,0
2021,170000,110000,4,1,4,17.0,1405.0,71.0,5.0,135.0,12,1,0
2022,395000,10800,1,1,5,25.17,799.0,53.3,5.0,72.0,4,1,0
2023,450000,120000,4,1,5,15.96,2523.0,62.1,7.0,195.0,10,1,0
2024,500000,15000,1,1,5,20.89,1197.0,81.8,5.0,113.0,3,1,0
2025,200000,67500,4,1,5,12.2,1948.0,68.0,10.0,115.0,10,1,0
2026,1200000,30000,4,1,5,17.6,2179.0,153.86,7.0,400.0,5,1,0
2027,400000,50000,4,1,5,25.32,1198.0,77.0,6.0,190.0,6,1,0
2028,650000,100000,4,1,5,18.49,1493.0,100.0,7.0,240.0,6,1,0
2029,550000,150000,4,1,5,15.96,2523.0,63.0,9.0,180.0,6,1,0
2030,1100000,110000,4,1,5,16.0,2179.0,140.0,7.0,330.0,7,1,0
2031,254999,30000,1,1,5,22.74,796.0,47.3,5.0,69.0,10,1,0
2032,180000,60000,1,1,5,19.7,796.0,46.3,5.0,62.0,11,1,0
2033,160000,255000,4,1,4,13.0,2489.0,95.0,8.0,220.0,12,1,0
2034,225000,120000,4,1,4,16.52,1991.0,123.7,5.0,305.0,14,1,0
2035,270000,49900,1,1,4,22.74,796.0,47.3,5.0,69.0,7,1,0
2036,310000,86000,4,1,5,21.12,1248.0,88.8,5.0,200.0,10,1,0
2037,225000,71850,1,1,5,20.63,1198.0,67.0,5.0,104.0,7,1,0
2038,300000,95000,4,1,3,21.2,1248.0,75.0,5.0,197.0,7,1,0
2039,250000,70000,1,1,2,17.5,1298.0,85.8,5.0,114.0,14,1,0
2040,180000,35000,1,1,5,21.1,814.0,55.2,5.0,74.5,11,1,0
2041,550000,50000,1,1,5,20.85,1197.0,83.14,5.0,115.0,7,1,0
2042,300000,120000,4,1,3,13.6,2523.0,63.0,7.0,180.0,15,1,0
2043,900000,145000,4,1,5,22.7,1582.0,126.2,5.0,259.88,7,1,0
2044,1530000,40000,4,1,5,16.0,2179.0,138.0,7.0,330.0,4,1,0
2045,590000,110000,4,1,5,27.39,1248.0,74.0,5.0,190.0,7,1,0
2046,170000,112000,2,1,4,17.3,1061.0,57.5,5.0,76.518,14,1,0
2047,2600000,70000,4,2,5,20.38,1968.0,143.0,5.0,320.0,5,1,0
2048,475000,110000,4,1,5,23.2,1248.0,73.94,5.0,190.0,6,1,0
2049,700000,29000,4,1,5,24.0,1186.0,73.97,5.0,190.24,4,1,0
2050,376000,60000,1,1,5,18.9,998.0,67.1,5.0,90.0,11,1,0
2051,75000,46000,1,1,2,16.1,796.0,37.0,4.0,59.0,18,1,0
2052,440000,120000,4,2,3,11.79,2179.0,120.0,8.0,290.0,10,1,0
2053,390000,80000,1,1,5,20.51,998.0,67.04,5.0,90.0,6,1,0
2054,725000,159000,4,1,4,12.8,2494.0,102.0,7.0,200.124,10,1,0
2055,325000,110000,4,1,4,15.96,2523.0,62.1,7.0,195.0,10,1,0
2056,170000,75000,1,1,4,19.7,796.0,46.3,5.0,62.0,12,1,0
2057,215000,120000,4,1,3,19.3,1248.0,73.9,5.0,190.0,12,1,0
2058,350000,110000,1,1,3,17.0,1497.0,118.0,5.0,146.0,12,1,0
2059,80000,80000,1,1,2,18.0,995.0,62.0,5.0,90.3,13,1,0
2060,195000,80000,1,1,4,21.1,814.0,55.2,5.0,74.5,10,1,0
2061,335000,71000,4,1,5,21.64,1461.0,84.8,5.0,200.0,8,0,0
2062,475000,108000,4,1,5,16.0,2179.0,140.0,7.0,330.0,11,0,0
2063,484999,75000,4,1,5,19.87,1461.0,83.8,5.0,200.0,7,0,0
2064,650000,22000,1,1,4,21.56,1462.0,103.25,5.0,138.0,4,1,0
2065,1850000,76131,4,2,5,13.22,2967.0,241.4,5.0,580.0,8,1,0
2066,700000,30000,1,1,4,18.6,1197.0,81.83,5.0,114.7,4,1,0
2067,3000000,65000,4,2,5,12.07,2967.0,241.4,7.0,550.0,8,1,0
2068,900000,60000,4,1,5,15.4,2523.0,75.0,7.0,200.0,4,1,0
2069,350000,80000,4,1,5,22.07,1199.0,73.9,5.0,180.0,9,1,0
2070,285000,80000,1,2,4,9.0,2997.0,218.0,5.0,196.0,17,1,0
2071,1850000,70000,4,2,5,12.07,2967.0,241.4,7.0,550.0,10,1,0
2072,750000,51777,4,1,5,24.3,1248.0,88.5,5.0,200.0,5,0,0
2073,1650000,64788,4,2,5,0.0,2179.0,115.0,5.0,400.0,9,0,0
2074,600000,20000,1,1,5,19.5,1199.0,88.76,5.0,110.0,4,1,0
2075,565000,19000,1,1,5,18.78,999.0,75.0,5.0,95.0,4,1,0
2076,86000,46951,1,1,5,18.5,796.0,53.0,5.0,71.0,22,1,0
2077,329000,19000,1,1,5,20.63,1198.0,67.0,5.0,104.0,6,1,0
2078,650000,50000,4,1,5,22.77,1498.0,98.59,5.0,205.0,6,1,0
2079,822000,60000,4,1,5,19.67,1582.0,126.2,5.0,259.9,7,1,0
2080,345000,100000,4,1,4,19.01,1461.0,108.45,5.0,248.0,9,1,0
2081,30000,10000,1,1,5,17.3,993.0,60.0,5.0,78.0,21,1,0
2082,330000,50000,4,1,4,22.9,1248.0,74.0,5.0,190.0,10,1,0
2083,300000,74537,1,1,4,20.51,998.0,67.04,5.0,90.0,8,1,0
2084,200000,90000,1,2,4,12.6,1586.0,103.3,5.0,145.0,13,1,0
2085,90000,70000,1,1,4,18.0,995.0,62.0,5.0,90.3,12,1,0
2086,200000,80000,1,1,4,18.9,1061.0,67.0,5.0,84.0,12,1,0
2087,550000,35000,4,1,5,24.4,1120.0,71.0,5.0,180.4,6,1,0
2088,250000,23500,1,1,5,18.6,1199.0,76.8,5.0,106.5,7,1,0
2089,975000,82000,4,1,5,25.6,1498.0,97.9,5.0,200.0,5,1,0
2090,900000,100000,4,1,4,12.99,2494.0,100.6,8.0,200.0,8,1,0
2091,610000,15000,1,1,5,18.6,1197.0,81.83,5.0,114.7,4,1,0
2092,620000,30000,4,1,5,27.39,1248.0,74.0,5.0,190.0,5,1,0
2093,400000,30000,1,1,5,18.9,1197.0,82.0,5.0,114.0,6,1,0
2094,500000,11000,1,1,5,21.63,998.0,67.0,5.0,90.0,3,1,0
2095,200000,140000,1,1,5,19.02,1198.0,67.05,7.0,104.0,5,1,0
2096,360000,110000,4,1,5,23.0,1248.0,88.7,5.0,200.0,6,1,0
2097,252000,48000,1,1,5,20.92,998.0,67.1,5.0,90.0,10,1,0
2098,280000,70000,4,1,4,22.9,1248.0,74.0,5.0,190.0,10,1,0
2099,509999,70000,1,1,4,22.0,1197.0,81.8,5.0,113.0,4,1,0
2100,1050000,58000,4,1,5,15.4,1997.0,120.0,7.0,280.0,6,1,0
2101,200000,40000,2,1,2,17.3,1061.0,57.5,5.0,76.518,12,1,0
2102,60000,90000,1,1,4,17.3,993.0,60.0,5.0,78.0,17,1,0
2103,320000,40000,4,1,4,14.0,2498.0,112.0,7.0,260.0,12,1,0
2104,520000,110000,4,1,5,12.05,2179.0,120.0,9.0,290.0,9,1,0
2105,250000,80000,4,1,4,11.57,2179.0,138.1,7.0,320.0,15,1,0
2106,725000,60000,4,1,5,24.3,1248.0,88.5,5.0,200.0,5,1,0
2107,585000,50000,4,1,5,15.96,2523.0,62.1,7.0,195.0,7,1,0
2108,430000,25000,1,1,5,23.84,1199.0,84.0,5.0,114.0,5,1,0
